day,doppler_rms_mm_s,n_60s_samples,tropo_rate_rms,elongation_deg,solar_model_mm_s,decimal_year,doppler_smooth_mm_s,solar_smooth_mm_s,tropo_smooth
2014-01-01,0.06201135191520997,400,0.00021550634152061923,16.6007,0.08116886968659612,2014.0,0.0676701461726878,0.0955058626653947,0.00022108224750528997
2014-01-02,0.07332894043016563,401,0.00022036503724057066,15.222,0.09001715908359718,2014.002737850787,0.06475503119300784,0.1009945662471922,0.00022036503724057066
2014-01-03,0.05443257729882524,402,0.0002217994577700093,13.8287,0.1009945662471922,2014.0054757015744,0.06411460862747165,0.1079114897706385,0.00022108224750528997
2014-01-04,0.11797601014083826,405,0.00022233984338560417,12.4296,0.1148284132940848,2014.0082135523614,0.06347418606193544,0.1148284132940848,0.0002217994577700093
2014-01-05,0.06475503119300784,407,0.0002182920052650689,11.0375,0.1325433326382835,2014.0109514031485,0.06347418606193544,0.1325433326382835,0.00022207340150894476
2014-01-06,0.06347418606193544,408,0.00022207340150894476,9.671,0.15556291073827067,2014.0136892539356,0.06246956409074637,0.15556291073827067,0.00022233984338560417
2014-01-07,0.06246956409074637,409,0.0002243262247827551,8.3589,0.18571021091517198,2014.0164271047229,0.06246956409074637,0.18571021091517198,0.00022295097358961125
2014-01-08,0.058667370946832435,411,0.00022295097358961125,7.1476,0.22470576774314938,2014.01916495551,0.058667370946832435,0.22470576774314938,0.00022428904551331932
2014-01-09,0.05319655517279902,412,0.00022478245370451168,6.1127,0.271928041998313,2014.021902806297,0.058667370946832435,0.271928041998313,0.00022428904551331932
2014-01-10,0.04636843056125376,414,0.00022428904551331932,5.3703,0.3185010631127714,2014.024640657084,0.058667370946832435,0.2829037822348836,0.0002243262247827551
2014-01-11,0.03525298444608411,415,0.00022640272160797818,5.0595,0.3425624002784677,2014.0273785078714,0.058667370946832435,0.2829037822348836,0.00022428904551331932
2014-01-12,0.07631699141464204,404,0.00020358971159067037,5.26,0.32667799555825794,2014.0301163586585,0.05319655517279902,0.2829037822348836,0.00022478245370451168
2014-01-13,0.08761353176442399,417,0.00022782632506766247,5.9177,0.2829037822348836,2014.0328542094455,0.06123729100578107,0.2829037822348836,0.00022428904551331932
2014-01-14,0.06252377239069005,401,0.00019929096323684047,6.8971,0.23469233296278344,2014.0355920602328,0.06123729100578107,0.23469233296278344,0.00022640272160797818
2014-01-15,0.04840385645913228,419,0.00022721556051516395,8.0734,0.19373023342087042,2014.03832991102,0.06123729100578107,0.19373023342087042,0.00022721556051516395
2014-01-16,0.06123729100578107,411,0.00020945989049388908,9.3628,0.16179970565213944,2014.041067761807,0.05629453727021734,0.16179970565213944,0.00022721556051516395
2014-01-18,0.05629453727021734,421,0.0002275162300369225,12.0941,0.11868172750199901,2014.0465434633813,0.04840385645913228,0.11868172750199901,0.00022458923879117133
2014-01-19,0.02760242831316936,422,0.00022963491283846355,13.4836,0.10410879939784992,2014.0492813141684,0.04840385645913228,0.10410879939784992,0.00022458923879117133
2014-01-20,0.04626366960360908,407,0.0002032284432811336,14.8687,0.09258278911002729,2014.0520191649555,0.05620384177763785,0.09258278911002729,0.00022458923879117133
2014-01-21,0.040675694900854674,190,0.00022458923879117133,16.2395,0.08332410970337281,2014.0547570157426,0.05620384177763785,0.08332410970337281,0.00022458923879117133
2014-01-22,0.05730635255039748,208,0.00022044967599760168,17.589,0.07577781132781057,2014.0574948665299,0.05444811389145641,0.07577781132781057,0.00022458923879117133
2014-01-23,0.05620384177763785,424,0.00022683767564291626,18.912,0.06954602802375359,2014.060232717317,0.05444811389145641,0.06954602802375359,0.00022458923879117133
2014-01-24,0.059962408003857166,408,0.00020278931154767837,20.2046,0.06433918788104319,2014.062970568104,0.05620384177763785,0.06433918788104319,0.00022683767564291626
2014-01-25,0.05444811389145641,423,0.00023023141736558728,21.464,0.05994274961388062,2014.065708418891,0.05730635255039748,0.05994274961388062,0.00022683767564291626
2014-01-26,0.05330122552380561,423,0.0002296543937043611,22.6879,0.056196389865715346,2014.0684462696784,0.059962408003857166,0.056196389865715346,0.0002296543937043611
2014-01-27,0.09441383984037147,424,0.00023034103494033202,23.8748,0.05297728119115766,2014.0711841204654,0.059962408003857166,0.05297728119115766,0.0002296543937043611
2014-01-28,0.0684991046440647,407,0.00020138413215318142,25.0236,0.05019071513477412,2014.0739219712525,0.05444811389145641,0.05019071513477412,0.0002296543937043611
2014-01-29,0.06710904496348996,424,0.0002297667896002569,26.1336,0.047762531502520154,2014.0766598220398,0.06710904496348996,0.047762531502520154,0.0002277517107724982
2014-01-30,0.046266502709942516,423,0.0002277517107724982,27.2045,0.04563384414907189,2014.0793976728269,0.0684991046440647,0.04563384414907189,0.0002277517107724982
2014-01-31,0.041817857745697025,423,0.0002275904123341865,28.2363,0.04375746707102248,2014.082135523614,0.0684991046440647,0.04375746707102248,0.0002277517107724982
2014-02-01,0.09034082803726458,408,0.0002023527525593144,29.2292,0.04209529697152548,2014.084873374401,0.06713559917025934,0.04209529697152548,0.0002277517107724982
2014-02-02,0.07014603127396817,422,0.00022838999554103246,30.1834,0.040616521491319967,2014.0876112251883,0.07014603127396817,0.040616521491319967,0.0002275904123341865
2014-02-03,0.10247909773535988,422,0.00022779945186501155,31.0996,0.039295277724523965,2014.0903490759754,0.07367204835932556,0.039295277724523965,0.00022527797230396265
2014-02-04,0.06713559917025934,422,0.00022527797230396265,31.9782,0.03811069500380787,2014.0930869267625,0.08823763367196456,0.03811069500380787,0.00022527797230396265
2014-02-05,0.07367204835932556,411,0.00020659065886998538,32.8201,0.03704482577196655,2014.0958247775495,0.08823763367196456,0.03704482577196655,0.00022527797230396265
2014-02-06,0.1670368505281591,421,0.00022169446353443765,33.626,0.03608291847851199,2014.0985626283368,0.09535836570366221,0.036563872125239275,0.0002247227903244423
2014-02-07,0.08823763367196456,420,0.0002272992124074983,34.3968,0.03521233322699681,2014.101300479124,0.08823763367196456,0.03608291847851199,0.00022416760834492193
2014-02-08,0.16055692189727128,419,0.00022416760834492193,35.1335,0.03442226130824861,2014.104038329911,0.12439727778461793,0.0356476258527544,0.00022293103593967978
